Fecha,Hora,v4 (Voltaje) [V],m8 (10 cm) [mm],m8 (20 cm) [mm],m8 (40 cm) [mm],m8 (60 cm) [mm],m8 (80 cm) [mm],m8 (100 cm) [mm],t7 (60 cm) [C],tz (T Amb superficie) [C],v7 (Voltaje) [V]
2020-02-27,23:54:01,6.34,65.06,69.82,67.89,66.33,43.05,42.76,16.81,15.75,
2020-02-28,00:04:02,6.34,65.04,69.81,67.87,66.33,43.05,42.75,16.81,15.68,
2020-02-28,05:44:19,6.3,64.74,69.53,67.86,66.33,43.05,42.76,16.87,15.12,
2020-02-28,11:44:37,6.58,64.62,69.39,67.78,66.35,43.06,42.77,16.87,16.12,
2020-02-28,17:24:53,6.58,64.81,69.46,67.74,66.33,43.06,42.77,16.81,18.5,
2020-02-28,23:55:13,6.33,64.26,69.33,67.76,66.32,43.06,42.77,16.75,15.68,
2020-02-29,00:05:13,6.33,64.25,69.33,67.75,66.31,43.06,42.77,16.75,15.62,
2020-02-29,06:05:31,6.3,63.95,69.06,67.72,66.33,43.06,42.77,16.81,15.25,
2020-02-29,12:05:49,6.65,69.47,70.0,68.96,66.36,43.04,42.77,16.81,15.75,
2020-02-29,18:06:07,6.58,66.83,70.24,68.44,66.33,43.05,42.77,16.75,18.06,
2020-02-29,23:56:25,6.35,66.29,70.32,68.26,66.33,43.06,42.77,16.75,16.43,
2020-03-01,00:06:25,6.35,66.28,70.33,68.26,66.33,43.06,42.77,16.75,16.43,
2020-03-01,05:36:42,6.3,66.01,70.15,68.15,66.33,43.06,42.77,16.75,15.93,
2020-03-01,11:47:00,6.64,65.76,70.05,68.05,66.35,43.07,42.78,16.81,16.06,
2020-03-01,17:47:18,6.58,65.9,70.14,67.99,66.33,43.08,42.79,16.75,18.75,
2020-03-01,23:57:37,6.34,65.44,70.04,67.98,66.33,43.08,42.79,16.75,16.68,
2020-03-02,00:07:38,6.34,65.44,70.03,67.98,66.33,43.08,42.8,16.75,16.68,
2020-03-02,05:57:55,6.3,65.17,69.85,67.94,66.36,43.08,42.79,16.81,16.12,
2020-03-02,11:48:13,6.65,65.05,69.69,67.89,66.37,43.1,42.81,16.87,16.31,
2020-03-02,17:48:31,6.57,65.16,69.69,67.86,66.37,43.11,42.81,16.87,18.5,
2020-03-02,23:58:50,6.34,64.68,69.58,67.85,66.36,43.11,42.82,16.87,16.0,
2020-03-03,00:08:50,6.35,64.67,69.58,67.85,66.36,43.11,42.82,16.87,16.0,
2020-03-03,05:48:50,6.3,64.39,69.37,67.81,66.35,43.11,42.83,16.87,15.43,
2020-03-03,11:59:09,6.65,64.25,69.21,67.75,66.36,43.12,42.83,16.87,15.81,
2020-03-03,17:49:26,6.58,64.44,69.24,67.72,66.35,43.12,42.83,16.81,18.25,
2020-03-03,23:59:45,6.35,64.08,69.14,67.72,66.33,43.12,42.84,16.81,16.62,
2020-03-04,00:09:45,6.34,64.08,69.12,67.72,66.33,43.12,42.83,16.81,16.62,
2020-03-04,06:00:03,6.3,63.88,68.94,67.69,66.33,43.12,42.84,16.81,16.25,
2020-03-04,12:00:21,6.57,63.79,68.8,67.67,66.35,43.12,42.85,16.87,17.0,
2020-03-04,18:00:39,6.58,69.82,69.73,68.44,66.37,43.1,42.85,16.87,18.81,
2020-03-04,23:50:59,6.33,66.85,70.03,68.35,66.36,43.1,42.84,16.93,16.68,
2020-03-05,00:00:57,6.33,66.83,70.01,68.35,66.36,43.1,42.84,16.87,16.68,
2020-03-05,06:11:16,6.29,66.23,69.9,68.15,66.37,43.11,42.84,17.0,15.75,
2020-03-05,12:11:34,6.54,66.08,69.81,68.01,66.39,43.13,42.85,17.0,16.87,
2020-03-05,18:11:52,6.57,66.12,69.96,67.94,66.37,43.14,42.85,17.0,19.06,
2020-03-05,23:52:10,6.33,65.56,69.87,67.92,66.36,43.15,42.85,17.0,16.56,
2020-03-06,00:02:10,6.32,65.55,69.85,67.92,66.36,43.14,42.85,17.0,16.5,
2020-03-06,06:32:29,6.29,65.24,69.65,67.87,66.39,43.15,42.85,17.06,16.18,
2020-03-06,12:02:45,6.63,65.08,69.51,67.83,66.41,43.16,42.86,17.06,16.5,
2020-03-06,17:53:03,6.56,65.22,69.54,67.79,66.4,43.16,42.87,17.06,18.87,
2020-03-06,23:53:21,6.34,64.76,69.44,67.79,66.37,43.16,42.86,17.0,16.37,
2020-03-07,00:03:21,6.34,64.75,69.44,67.79,66.37,43.16,42.87,17.06,16.31,
2020-03-07,06:13:40,6.29,64.4,69.18,67.75,66.39,43.16,42.87,17.06,15.75,
2020-03-07,12:23:58,6.57,69.44,70.39,69.57,66.43,43.15,42.87,17.06,17.25,
2020-03-07,18:24:17,6.58,67.08,70.53,68.76,66.42,43.16,42.87,17.06,18.81,
2020-03-07,23:54:33,6.33,66.44,70.51,68.6,66.42,43.17,42.87,17.0,16.31,
2020-03-08,00:04:34,6.33,66.43,70.51,68.58,66.41,43.17,42.87,17.0,16.31,
2020-03-08,06:04:52,6.29,66.17,70.36,68.44,66.43,43.18,42.87,17.06,16.06,
2020-03-08,12:15:10,6.55,65.98,70.21,68.31,66.43,43.21,42.88,17.06,17.12,
2020-03-08,18:05:28,6.57,66.06,70.29,68.23,66.43,43.21,42.89,17.06,19.06,
2020-03-08,23:55:45,6.33,65.57,70.16,68.18,66.41,43.21,42.89,17.06,16.5,
2020-03-09,00:05:46,6.32,65.55,70.15,68.19,66.42,43.21,42.9,17.06,16.43,
2020-03-09,05:56:03,6.29,65.21,69.87,68.12,66.42,43.21,42.9,17.12,15.68,
2020-03-09,11:46:20,6.57,65.11,69.71,68.04,66.43,43.23,42.92,17.12,16.56,
2020-03-09,17:46:38,6.57,65.3,69.79,67.98,66.43,43.24,42.92,17.12,19.06,
2020-03-09,23:56:57,6.33,64.79,69.66,67.97,66.4,43.22,42.92,17.06,16.5,
2020-03-10,00:06:57,6.33,64.78,69.65,67.97,66.39,43.23,42.92,17.06,16.5,
2020-03-10,06:07:15,6.29,64.47,69.39,67.92,66.41,43.23,42.92,17.12,15.93,
2020-03-10,12:27:33,6.59,64.3,69.21,67.87,66.43,43.23,42.92,17.12,16.5,
2020-03-10,17:57:50,6.54,64.51,69.25,67.82,66.41,43.24,42.93,17.12,19.31,
2020-03-10,23:48:08,6.33,64.08,69.15,67.82,66.37,43.23,42.92,17.12,16.81,
2020-03-11,00:08:09,6.33,64.05,69.12,67.82,66.37,43.23,42.92,17.12,16.68,
2020-03-11,06:08:27,6.29,63.72,68.83,67.79,66.4,43.24,42.92,17.12,15.87,
2020-03-11,11:58:44,6.62,63.59,68.64,67.74,66.41,43.24,42.92,17.18,16.56,
2020-03-11,17:49:02,6.57,68.94,69.8,68.69,66.39,43.21,42.92,17.12,19.25,
2020-03-11,23:59:20,6.33,66.87,69.94,68.32,66.37,43.21,42.92,17.12,16.56,
2020-03-12,00:19:21,6.33,66.86,69.94,68.3,66.36,43.21,42.92,17.12,16.5,
2020-03-12,06:29:40,6.29,66.37,69.82,68.07,66.37,43.22,42.92,17.18,16.25,
2020-03-12,12:39:58,6.61,66.12,69.73,67.93,66.37,43.23,42.92,17.25,16.62,
2020-03-12,18:20:15,6.56,66.17,69.85,67.86,66.37,43.24,42.92,17.18,19.25,
2020-03-12,23:50:31,6.34,65.69,69.78,67.83,66.36,43.24,42.92,17.18,16.93,
2020-03-13,00:00:32,6.34,65.67,69.78,67.83,66.36,43.23,42.92,17.18,16.93,
2020-03-13,05:40:48,6.3,65.37,69.57,67.81,66.37,43.23,42.92,17.25,16.31,
2020-03-13,11:41:07,6.62,65.17,69.41,67.75,66.37,43.24,42.92,17.25,16.62,
2020-03-13,17:51:26,6.55,65.35,69.49,67.72,66.39,43.25,42.93,17.25,19.62,
2020-03-13,23:51:43,6.33,64.87,69.37,67.73,66.36,43.24,42.92,17.25,17.06,
2020-03-14,00:01:44,6.33,64.87,69.37,67.73,66.36,43.25,42.92,17.25,17.0,
2020-03-14,05:52:01,6.29,64.44,69.1,67.71,66.37,43.25,42.92,17.25,16.06,
2020-03-14,11:52:19,6.57,64.31,68.92,67.66,66.39,43.26,42.92,17.31,16.81,
2020-03-14,18:02:38,6.55,64.53,68.99,67.6,66.37,43.26,42.92,17.25,19.68,
2020-03-14,23:52:55,6.32,63.92,68.81,67.61,66.35,43.26,42.92,17.25,16.0,
2020-03-15,00:02:55,6.32,63.91,68.81,67.6,66.35,43.25,42.92,17.25,16.0,
2020-03-15,06:03:13,6.27,67.93,69.82,68.81,66.37,43.23,42.92,17.31,14.5,
2020-03-15,12:23:32,6.55,66.66,69.75,68.29,66.4,43.25,42.92,17.25,16.18,
2020-03-15,18:23:50,6.57,66.62,69.94,68.03,66.35,43.26,42.92,17.12,18.43,
2020-03-15,23:54:07,6.33,65.99,69.87,67.94,66.32,43.27,42.92,17.06,16.0,
2020-03-16,00:04:07,6.33,65.98,69.87,67.93,66.32,43.26,42.92,17.06,16.0,
2020-03-16,06:04:25,6.29,65.58,69.67,67.83,66.32,43.27,42.92,17.06,15.31,
2020-03-16,11:54:42,6.66,65.33,69.5,67.75,66.32,43.27,42.93,17.06,15.18,
2020-03-16,17:55:01,6.59,65.35,69.46,67.69,66.3,43.28,42.93,17.0,17.12,
2020-03-16,23:55:18,6.35,64.87,69.3,67.64,66.26,43.27,42.93,16.93,15.25,
2020-03-17,00:05:19,6.35,64.87,69.29,67.64,66.26,43.27,42.93,16.93,15.18,
2020-03-17,05:55:36,6.3,64.58,69.08,67.6,66.25,43.27,42.93,16.87,14.75,
2020-03-17,11:55:54,6.57,64.41,68.94,67.55,66.24,43.26,42.94,16.81,15.56,
2020-03-17,17:56:12,6.57,64.5,68.97,67.5,66.22,43.25,42.94,16.75,17.75,
2020-03-17,23:56:30,6.33,64.0,68.81,67.5,66.19,43.24,42.93,16.68,15.25,
2020-03-18,00:06:31,6.33,63.98,68.81,67.5,66.18,43.23,42.93,16.68,15.18,
2020-03-18,06:16:49,6.28,63.59,68.5,67.46,66.18,43.22,42.92,16.75,14.25,
2020-03-18,11:47:06,6.65,63.45,68.32,67.43,66.18,43.22,42.92,16.75,14.68,
2020-03-18,18:07:25,6.58,63.68,68.37,67.36,66.17,43.22,42.92,16.62,17.62,
2020-03-18,23:57:42,6.33,63.32,68.26,67.37,66.14,43.21,42.91,16.56,15.81,
2020-03-19,00:07:42,6.33,63.31,68.26,67.37,66.14,43.21,42.91,16.56,15.75,
2020-03-19,06:07:18,6.25,63.07,68.06,67.36,66.14,43.2,42.9,16.56,15.25,
2020-03-19,11:57:35,6.66,62.91,67.9,67.32,66.15,43.2,42.91,16.56,15.37,
2020-03-19,17:47:53,6.59,63.04,67.91,67.28,66.14,43.19,42.9,16.56,17.31,
2020-03-19,23:58:11,6.33,62.6,67.73,67.26,66.11,43.18,42.89,16.56,15.31,
2020-03-20,00:08:12,6.33,62.59,67.72,67.26,66.1,43.18,42.89,16.56,15.31,
2020-03-20,00:18:12,6.33,62.58,67.72,67.26,66.1,43.18,42.89,16.56,15.31,
2020-03-20,00:38:13,6.33,62.57,67.69,67.26,66.11,43.18,42.89,16.56,15.25,
2020-03-20,00:48:14,6.33,62.57,67.69,67.25,66.11,43.18,42.88,16.56,15.25,
2020-03-20,01:08:15,6.33,62.55,67.68,67.26,66.11,43.17,42.89,16.56,15.18,
2020-03-24,15:28:49,6.52,66.43,68.56,67.81,65.94,43.0,42.69,16.25,17.87,
2020-03-24,17:28:56,6.54,66.33,68.67,67.69,65.92,43.0,42.69,16.25,18.37,
2020-03-24,19:39:01,6.5,66.23,68.76,67.61,65.91,43.0,42.68,16.18,17.81,
2020-03-24,21:49:07,6.35,65.94,68.78,67.57,65.9,43.0,42.68,16.18,16.43,
2020-03-24,23:59:14,6.32,65.73,68.73,67.53,65.9,43.01,42.68,16.18,15.75,
2020-03-25,00:09:14,6.32,65.72,68.72,67.53,65.9,43.01,42.68,16.18,15.68,
2020-03-25,05:59:32,6.3,65.29,68.57,67.44,65.92,43.02,42.68,16.25,15.06,
2020-03-25,11:59:50,6.53,65.15,68.48,67.35,65.94,43.04,42.68,16.31,16.06,
2020-03-25,17:50:07,6.57,65.31,68.62,67.3,65.94,43.05,42.68,16.31,18.5,
2020-03-25,23:50:25,6.33,64.92,68.56,67.3,65.94,43.05,42.69,16.31,16.81,
2020-03-26,00:00:26,6.33,64.91,68.56,67.3,65.94,43.06,42.68,16.31,16.75,
2020-03-26,04:30:39,6.3,64.68,68.44,67.29,65.97,43.06,42.69,16.37,16.06,
2020-03-26,11:41:01,6.65,64.42,68.25,67.26,65.99,43.07,42.7,16.5,15.87,
2020-03-26,16:31:15,6.63,64.36,68.19,67.23,66.01,43.08,42.71,16.5,16.37,
2020-03-26,23:42:03,6.35,64.08,68.07,67.19,66.0,43.09,42.71,16.5,15.75,
2020-03-27,00:12:03,6.35,64.07,68.06,67.19,66.0,43.1,42.71,16.5,15.75,
2020-03-27,10:22:08,6.64,63.79,67.87,67.15,66.01,43.11,42.73,16.5,15.75,
2020-03-27,14:52:21,6.59,63.81,67.87,67.14,66.01,43.11,42.72,16.5,16.68,
2020-03-27,19:22:34,6.52,63.74,67.87,67.12,66.0,43.11,42.72,16.43,16.56,
2020-03-27,23:52:48,6.35,63.58,67.78,67.12,65.99,43.11,42.73,16.43,16.18,
2020-03-28,00:02:48,6.35,63.58,67.78,67.12,65.99,43.11,42.73,16.5,16.18,
2020-03-28,05:53:06,6.3,68.67,67.75,67.05,66.04,43.09,42.73,16.5,15.87,
2020-03-28,11:53:24,6.63,67.24,69.0,68.15,66.01,43.09,42.73,16.5,15.93,
2020-03-28,17:53:41,6.57,66.58,69.07,67.85,66.03,43.11,42.73,16.5,17.37,
2020-03-28,23:54:00,6.34,66.12,69.06,67.71,66.01,43.13,42.74,16.5,15.87,
2020-03-29,00:04:00,6.33,66.11,69.06,67.69,66.01,43.1,42.74,16.5,15.87,
2020-03-29,05:54:18,6.27,65.85,68.96,67.61,66.03,43.14,42.75,16.5,15.5,
2020-03-29,11:54:36,6.54,65.47,68.87,67.55,66.05,43.17,42.77,16.5,16.18,
2020-03-29,17:54:54,6.56,65.62,68.98,67.48,66.05,43.18,42.77,16.5,18.75,
2020-03-29,23:55:12,6.32,65.12,68.87,67.49,66.01,43.18,42.77,16.5,15.87,
2020-03-30,00:05:13,6.32,65.11,68.87,67.49,66.03,43.18,42.78,16.5,15.81,
2020-03-30,05:55:30,6.27,64.72,68.62,67.46,66.05,43.18,42.79,16.56,14.56,
2020-03-30,11:55:48,6.58,64.55,68.41,67.4,66.07,43.2,42.8,16.56,15.62,
2020-03-30,17:56:06,6.56,64.74,68.5,67.33,66.06,43.21,42.81,16.5,18.0,
2020-03-30,23:56:24,6.32,64.21,68.33,67.33,66.01,43.2,42.8,16.5,15.0,
2020-03-31,00:06:25,6.32,64.19,68.33,67.33,66.01,43.2,42.8,16.5,14.93,
2020-03-31,06:06:43,6.29,63.79,68.03,67.3,66.01,43.2,42.81,16.5,13.81,
2020-03-31,12:07:00,6.54,63.66,67.83,67.24,66.03,43.21,42.81,16.5,15.37,
2020-03-31,17:57:18,6.58,63.87,67.92,67.19,66.0,43.2,42.81,16.37,17.68,
2020-03-31,23:57:36,6.32,63.37,67.76,67.19,65.96,43.19,42.8,16.37,14.87,
2020-04-01,00:07:36,6.32,63.36,67.76,67.19,65.97,43.19,42.8,16.31,14.81,
2020-04-01,05:57:52,6.28,62.96,67.47,67.17,65.96,43.17,42.8,16.37,13.5,
2020-04-01,11:58:10,6.54,62.8,67.25,67.1,65.98,43.17,42.8,16.37,14.56,
2020-04-01,17:48:27,6.57,68.69,68.46,67.6,65.97,43.14,42.8,16.25,17.37,
2020-04-01,23:58:46,6.32,66.87,68.65,67.51,65.93,43.12,42.78,16.18,14.43,
2020-04-02,00:08:46,6.32,67.36,68.64,67.5,65.93,43.12,42.78,16.18,14.37,
2020-04-02,05:59:04,6.29,66.21,68.57,67.35,65.92,43.12,42.77,16.18,13.31,
2020-04-02,11:59:21,6.57,65.79,68.47,67.25,65.92,43.13,42.77,16.18,14.31,
2020-04-02,17:49:39,6.59,65.79,68.58,67.17,65.89,43.13,42.77,16.06,16.43,
2020-04-02,23:59:58,6.32,65.25,68.51,67.15,65.86,43.11,42.77,16.0,14.56,
2020-04-03,00:09:58,6.32,65.23,68.51,67.15,65.85,43.11,42.76,16.0,14.56,
2020-04-03,05:50:15,6.3,64.98,68.36,67.14,65.85,43.1,42.75,16.0,14.43,
2020-04-03,12:00:33,6.62,64.81,68.26,67.11,65.86,43.1,42.75,16.0,15.0,
2020-04-03,17:50:51,6.59,64.87,68.3,67.08,65.85,43.1,42.74,15.93,16.75,
2020-04-03,23:51:09,6.33,64.41,68.15,67.08,65.82,43.08,42.73,15.93,14.43,
2020-04-04,00:01:09,6.33,64.4,68.15,67.1,65.82,43.09,42.73,15.93,14.37,
2020-04-04,06:11:27,6.29,64.01,67.87,67.07,65.82,43.08,42.73,16.0,13.5,
2020-04-04,12:21:44,6.68,63.86,67.71,67.03,65.82,43.08,42.72,15.93,13.93,
2020-04-04,18:32:03,6.62,64.0,67.74,67.0,65.82,43.08,42.73,15.87,16.18,
2020-04-04,23:52:22,6.33,63.61,67.62,66.99,65.78,43.07,42.71,15.81,14.12,
2020-04-05,00:02:22,6.34,63.6,67.61,67.0,65.79,43.07,42.72,15.81,14.12,
2020-04-05,05:52:39,6.29,63.42,67.46,66.99,65.78,43.06,42.71,15.81,13.93,
2020-04-05,11:52:57,6.64,63.32,67.37,66.97,65.79,43.06,42.7,15.81,14.5,
2020-04-05,17:43:15,6.61,67.46,68.54,67.83,65.79,43.04,42.71,15.75,16.37,
2020-04-05,23:53:33,6.33,66.01,68.54,67.46,65.76,43.03,42.69,15.75,13.56,
2020-04-06,00:03:33,6.32,65.99,68.54,67.44,65.76,43.04,42.69,15.75,13.56,
2020-04-06,05:53:48,6.28,65.58,68.37,67.28,65.78,43.03,42.68,15.81,12.62,
2020-04-06,11:54:06,6.55,65.5,68.31,67.16,65.79,43.04,42.68,15.75,15.0,
2020-04-06,17:54:24,6.6,65.53,68.44,67.07,65.75,43.04,42.67,15.62,16.25,
2020-04-06,23:54:41,6.31,64.94,68.29,67.06,65.73,43.02,42.67,15.62,13.43,
2020-04-07,00:04:41,6.31,64.93,68.29,67.06,65.72,43.03,42.67,15.62,13.43,
2020-04-07,05:54:57,6.27,64.54,68.04,67.03,65.73,43.01,42.66,15.62,12.18,
2020-04-07,11:55:15,6.56,64.44,67.87,66.96,65.74,43.03,42.66,15.62,14.43,
2020-04-07,17:50:04,6.58,64.6,67.98,66.9,65.71,43.01,42.65,15.5,16.18,
2020-04-07,23:50:22,6.32,64.16,67.83,66.92,65.67,43.0,42.64,15.43,13.87,
2020-04-08,00:00:22,6.32,64.15,67.83,66.91,65.67,42.99,42.64,15.43,13.81,
2020-04-08,05:40:38,6.28,63.86,67.61,66.91,65.67,42.99,42.63,15.5,13.43,
2020-04-08,11:50:56,6.65,63.74,67.49,66.89,65.68,42.99,42.63,15.5,14.18,
2020-04-08,17:51:14,6.58,63.73,67.49,66.86,65.67,42.98,42.63,15.43,14.93,
2020-04-08,23:51:32,6.34,63.59,67.44,66.87,65.66,42.97,42.62,15.43,14.68,
2020-04-09,00:01:32,6.34,63.58,67.44,66.87,65.66,42.98,42.62,15.37,14.68,
2020-04-09,05:51:49,6.27,63.48,67.37,66.87,65.66,42.97,42.62,15.43,14.62,
2020-04-09,12:02:08,6.63,63.44,67.33,66.89,65.69,42.98,42.62,15.43,15.37,
2020-04-09,17:52:24,6.57,67.94,68.21,67.69,65.71,42.95,42.61,15.43,15.56,
2020-04-09,23:52:42,6.34,66.35,68.42,67.37,65.69,42.95,42.61,15.5,14.87,
2020-04-10,00:02:42,6.34,66.33,68.42,67.37,65.69,42.94,42.61,15.5,14.87,
2020-04-10,05:53:00,6.28,65.99,68.42,67.23,65.71,42.96,42.6,15.56,14.5,
2020-04-10,11:43:17,6.62,65.82,68.42,67.17,65.73,42.98,42.61,15.56,15.5,
2020-04-10,17:53:36,6.59,65.73,68.5,67.12,65.73,42.99,42.61,15.56,16.18,
2020-04-10,23:53:54,6.33,65.17,68.33,67.12,65.73,42.99,42.61,15.62,14.06,
2020-04-11,00:03:54,6.33,65.16,68.33,67.11,65.73,42.99,42.61,15.62,14.0,
2020-04-11,05:54:11,6.29,64.94,68.18,67.08,65.75,43.0,42.62,15.62,13.87,
2020-04-11,11:54:29,6.62,64.83,68.08,67.06,65.76,43.02,42.63,15.62,15.0,
2020-04-11,17:54:46,6.65,64.78,68.1,67.03,65.75,43.02,42.63,15.62,15.31,
2020-04-11,23:55:04,6.34,64.46,67.94,67.03,65.74,43.02,42.63,15.56,14.18,
2020-04-12,00:05:04,6.33,64.44,67.94,67.04,65.74,43.02,42.63,15.56,14.18,
2020-04-12,05:55:21,6.29,64.28,67.82,67.01,65.74,43.01,42.63,15.62,14.06,
2020-04-12,11:55:39,6.66,64.12,67.71,67.01,65.75,43.02,42.63,15.56,14.18,
2020-04-12,17:55:57,6.51,64.05,67.66,66.98,65.73,43.02,42.63,15.56,14.43,
2020-04-12,23:56:14,6.34,63.85,67.57,66.97,65.72,43.02,42.63,15.5,13.81,
2020-04-13,00:06:15,6.34,63.85,67.57,66.97,65.72,43.02,42.63,15.5,13.75,
2020-04-13,05:56:32,6.28,63.63,67.44,66.96,65.72,43.01,42.63,15.5,13.25,
2020-04-13,11:56:50,6.56,63.59,67.36,66.93,65.73,43.01,42.63,15.43,14.93,
2020-04-13,17:57:08,6.59,63.73,67.46,66.89,65.69,43.0,42.62,15.37,16.31,
2020-04-13,23:57:25,6.32,63.18,67.26,66.91,65.67,42.99,42.61,15.37,13.06,
2020-04-14,00:07:25,6.32,63.16,67.26,66.91,65.68,42.99,42.61,15.37,13.0,
2020-04-14,05:57:42,6.27,62.77,66.99,66.89,65.68,42.98,42.61,15.43,11.75,
2020-04-14,11:58:00,6.56,62.72,66.83,66.82,65.69,42.99,42.61,15.37,14.12,
2020-04-14,17:58:18,6.61,62.88,66.94,66.76,65.66,42.98,42.6,15.25,15.56,
2020-04-14,23:58:36,6.32,62.44,66.8,66.76,65.64,42.96,42.59,15.18,13.5,
2020-04-15,00:08:36,6.32,62.44,66.79,66.76,65.64,42.96,42.58,15.25,13.5,
2020-04-15,05:58:54,6.28,62.33,66.68,66.69,65.67,42.94,42.59,15.25,13.25,
2020-04-15,11:59:11,6.58,67.11,67.76,67.6,65.65,42.92,42.58,15.25,15.0,
2020-04-15,17:59:29,6.63,66.01,67.97,67.21,65.62,42.92,42.57,15.18,15.25,
2020-04-15,23:59:47,6.33,65.54,67.9,67.1,65.64,42.92,42.56,15.18,13.93,
2020-04-16,00:09:47,6.33,65.53,67.9,67.08,65.62,42.92,42.55,15.25,13.93,
2020-04-16,06:00:05,6.29,65.23,67.85,67.01,65.64,42.93,42.55,15.25,13.81,
2020-04-16,12:10:23,6.57,65.12,67.82,66.97,65.66,42.94,42.56,15.25,15.12,
2020-04-16,18:00:41,6.61,65.1,67.92,66.91,65.65,42.94,42.56,15.25,15.93,
2020-04-16,23:50:57,6.32,64.58,67.75,66.92,65.64,42.94,42.55,15.25,13.5,
2020-04-17,00:00:57,6.32,64.57,67.75,66.92,65.65,42.93,42.55,15.25,13.43,
2020-04-17,05:51:14,6.27,64.19,67.51,66.91,65.66,42.94,42.55,15.31,12.31,
2020-04-17,12:11:33,6.57,64.08,67.35,66.83,65.68,42.96,42.56,15.31,14.25,
2020-04-17,18:01:51,6.62,64.25,67.47,66.76,65.65,42.95,42.56,15.25,15.62,
2020-04-17,23:52:08,6.33,63.87,67.35,66.78,65.62,42.94,42.55,15.18,13.93,
2020-04-18,00:02:08,6.33,63.87,67.33,66.79,65.64,42.94,42.55,15.18,13.93,
2020-04-18,06:02:26,6.28,63.62,67.19,66.78,65.64,42.93,42.55,15.18,13.37,
2020-04-18,12:02:43,6.59,63.51,67.08,66.76,65.65,42.94,42.55,15.18,14.56,
2020-04-18,17:53:01,6.59,63.64,67.18,66.72,65.64,42.94,42.55,15.18,16.18,
2020-04-18,23:53:18,6.34,63.32,67.08,66.75,65.64,42.92,42.54,15.18,14.81,
2020-04-19,00:03:19,6.33,63.32,67.08,66.75,65.64,42.93,42.53,15.18,14.75,
2020-04-19,05:53:36,6.27,63.02,66.93,66.76,65.64,42.93,42.53,15.25,13.56,
2020-04-19,11:53:54,6.54,62.96,66.82,66.75,65.69,42.94,42.54,15.31,15.5,
2020-04-19,17:54:12,6.59,63.18,66.97,66.69,65.68,42.93,42.54,15.25,17.06,
2020-04-19,23:54:29,6.32,62.69,66.8,66.74,65.67,42.94,42.52,15.31,14.37,
2020-04-20,00:04:30,6.32,62.68,66.8,66.74,65.68,42.93,42.52,15.31,14.37,
2020-04-20,05:54:47,6.27,62.37,66.58,66.73,65.69,42.94,42.53,15.43,13.56,
2020-04-20,11:55:04,6.56,62.33,66.48,66.69,65.73,42.95,42.53,15.43,15.62,
2020-04-20,17:55:23,6.59,69.12,68.01,67.94,65.73,42.92,42.53,15.37,16.56,
2020-04-20,23:55:40,6.32,66.43,68.19,67.86,65.72,42.93,42.52,15.43,14.31,
2020-04-21,00:05:40,6.32,66.4,68.19,67.85,65.73,42.93,42.52,15.43,14.31,
2020-04-21,05:55:58,6.27,65.87,68.1,67.54,65.74,42.94,42.52,15.5,13.43,
2020-04-21,12:06:16,6.56,65.76,68.05,67.33,65.78,42.98,42.54,15.5,15.43,
2020-04-21,17:56:34,6.63,65.76,68.19,67.21,65.75,42.99,42.56,15.5,16.18,
2020-04-21,23:56:51,6.33,65.31,68.12,67.17,65.75,43.01,42.59,15.5,15.18,
2020-04-22,00:06:52,6.33,65.31,68.12,67.17,65.76,43.0,42.58,15.5,15.18,
2020-04-22,05:57:09,6.28,65.08,68.03,67.12,65.76,43.02,42.61,15.5,14.87,
2020-04-22,11:57:27,6.65,64.94,67.94,67.1,65.79,43.03,42.63,15.56,15.06,
2020-04-22,17:57:44,6.5,64.87,67.94,67.06,65.8,43.05,42.65,15.56,15.43,
2020-04-22,23:58:02,6.34,64.68,67.87,67.05,65.8,43.06,42.67,15.56,15.06,
2020-04-23,00:08:03,6.35,64.68,67.86,67.05,65.8,43.06,42.67,15.56,15.0,
2020-04-23,05:58:20,6.28,64.55,67.78,67.03,65.81,43.06,42.68,15.62,14.87,
2020-04-23,11:58:38,6.64,64.48,67.74,67.01,65.81,43.07,42.7,15.62,15.37,
2020-04-23,17:58:23,6.47,64.35,67.69,67.01,65.81,43.08,42.72,15.62,15.06,
2020-04-23,23:58:41,6.34,64.21,67.62,67.0,65.81,43.08,42.73,15.62,15.0,
2020-04-24,00:08:41,6.34,64.21,67.62,67.0,65.81,43.09,42.73,15.62,15.0,
2020-04-24,05:58:58,6.28,64.01,67.54,66.98,65.81,43.09,42.73,15.62,14.12,
2020-04-24,11:59:16,6.62,63.92,67.44,66.97,65.82,43.1,42.75,15.62,15.25,
2020-04-24,17:59:34,6.47,63.82,67.42,66.93,65.81,43.1,42.76,15.56,15.0,
2020-04-24,23:59:52,6.34,63.53,67.31,66.93,65.81,43.1,42.77,15.56,14.0,
2020-04-25,00:09:52,6.33,63.52,67.3,66.93,65.81,43.1,42.77,15.56,14.0,
2020-04-25,06:00:09,6.27,63.19,67.12,66.91,65.79,43.11,42.77,15.56,12.87,
2020-04-25,12:00:26,6.55,63.14,67.01,66.87,65.81,43.11,42.77,15.5,14.68,
2020-04-25,17:50:44,6.59,63.27,67.1,66.8,65.78,43.1,42.77,15.43,16.0,
2020-04-25,23:51:01,6.32,62.88,66.97,66.8,65.75,43.09,42.77,15.37,14.25,
2020-04-26,00:01:02,6.32,62.87,66.94,66.8,65.75,43.09,42.77,15.37,14.18,
